date,variant,location,percent_of_sequences,date_str
2021-06-14 00:00:00.000000,Delta,India,95.0,2021/06/14
2021-06-14 00:00:00.000000,Delta,Indonesia,68.1,2021/06/14
2021-06-14 00:00:00.000000,Delta,Israel,68.42,2021/06/14
2021-06-14 00:00:00.000000,Delta,Kenya,55.3,2021/06/14
2021-06-14 00:00:00.000000,Delta,N/A,0.0,
2021-06-14 00:00:00.000000,Delta,Portugal,53.81,2021/06/14
2021-06-14 00:00:00.000000,Delta,Russia,89.58,2021/06/14
2021-06-14 00:00:00.000000,Delta,Singapore,94.94,2021/06/14
2021-06-14 00:00:00.000000,Delta,South Africa,45.57,2021/06/14
2021-06-14 00:00:00.000000,Delta,Uganda,95.93,2021/06/14
2021-06-14 00:00:00.000000,Delta,United Kingdom,90.21,2021/06/14
2021-06-28 00:00:00.000000,Delta,Australia,84.65,2021/06/28
2021-06-28 00:00:00.000000,Delta,Austria,59.07,2021/06/28
2021-06-28 00:00:00.000000,Delta,Bangladesh,94.64,2021/06/28
2021-06-28 00:00:00.000000,Delta,Botswana,67.86,2021/06/28
2021-06-28 00:00:00.000000,Delta,Croatia,62.35,2021/06/28
2021-06-28 00:00:00.000000,Delta,Fiji,100.0,2021/06/28
2021-06-28 00:00:00.000000,Delta,Finland,85.01,2021/06/28
2021-06-28 00:00:00.000000,Delta,France,39.34,2021/06/28
2021-06-28 00:00:00.000000,Delta,Germany,49.37,2021/06/28
2021-06-28 00:00:00.000000,Delta,Ghana,78.85,2021/06/28
2021-06-28 00:00:00.000000,Delta,India,96.39,2021/06/28
2021-06-28 00:00:00.000000,Delta,Indonesia,87.84,2021/06/28
2021-06-28 00:00:00.000000,Delta,Israel,97.76,2021/06/28
2021-06-28 00:00:00.000000,Delta,Kenya,81.5,2021/06/28
2021-06-28 00:00:00.000000,Delta,Luxembourg,66.15,2021/06/28
2021-06-28 00:00:00.000000,Delta,Malaysia,59.43,2021/06/28
2021-06-28 00:00:00.000000,Delta,Mexico,32.33,2021/06/28
2021-06-28 00:00:00.000000,Delta,Mozambique,96.49,2021/06/28
2021-06-28 00:00:00.000000,Delta,N/A,0.0,
2021-06-28 00:00:00.000000,Delta,Portugal,83.33,2021/06/28
2021-06-28 00:00:00.000000,Delta,Russia,95.08,2021/06/28
2021-06-28 00:00:00.000000,Delta,Rwanda,81.51,2021/06/28
2021-06-28 00:00:00.000000,Delta,Singapore,96.31,2021/06/28
2021-06-28 00:00:00.000000,Delta,South Africa,78.29,2021/06/28
2021-06-28 00:00:00.000000,Delta,Turkey,51.09,2021/06/28
2021-06-28 00:00:00.000000,Delta,Uganda,92.98,2021/06/28
2021-06-28 00:00:00.000000,Delta,United Kingdom,98.09,2021/06/28
2021-06-28 00:00:00.000000,Delta,United States,50.95,2021/06/28
2021-07-12 00:00:00.000000,Delta,Australia,95.44,2021/07/12
2021-07-12 00:00:00.000000,Delta,Austria,88.32,2021/07/12
2021-07-12 00:00:00.000000,Delta,Bangladesh,97.95,2021/07/12
2021-07-12 00:00:00.000000,Delta,Belgium,79.17,2021/07/12
2021-07-12 00:00:00.000000,Delta,Botswana,83.96,2021/07/12
2021-07-12 00:00:00.000000,Delta,Bulgaria,61.36,2021/07/12
2021-07-12 00:00:00.000000,Delta,Canada,51.54,2021/07/12
2021-07-12 00:00:00.000000,Delta,Croatia,87.26,2021/07/12
2021-07-12 00:00:00.000000,Delta,Czechia,85.83,2021/07/12
2021-07-12 00:00:00.000000,Delta,Denmark,78.84,2021/07/12
2021-07-12 00:00:00.000000,Delta,Estonia,91.3,2021/07/12
2021-07-12 00:00:00.000000,Delta,Fiji,100.0,2021/07/12
2021-07-12 00:00:00.000000,Delta,Finland,96.11,2021/07/12
2021-07-12 00:00:00.000000,Delta,France,67.94,2021/07/12
2021-07-12 00:00:00.000000,Delta,Germany,79.63,2021/07/12
2021-07-12 00:00:00.000000,Delta,Ghana,84.71,2021/07/12
2021-07-12 00:00:00.000000,Delta,Greece,54.39,2021/07/12
2021-07-12 00:00:00.000000,Delta,India,94.96,2021/07/12
2021-07-12 00:00:00.000000,Delta,Indonesia,93.44,2021/07/12
2021-07-12 00:00:00.000000,Delta,Ireland,90.05,2021/07/12
2021-07-12 00:00:00.000000,Delta,Israel,93.85,2021/07/12
2021-07-12 00:00:00.000000,Delta,Italy,70.4,2021/07/12
2021-07-12 00:00:00.000000,Delta,Kenya,92.11,2021/07/12
2021-07-12 00:00:00.000000,Delta,Latvia,74.12,2021/07/12
2021-07-12 00:00:00.000000,Delta,Lithuania,67.77,2021/07/12
2021-07-12 00:00:00.000000,Delta,Malaysia,90.71,2021/07/12
2021-07-12 00:00:00.000000,Delta,Mexico,64.92,2021/07/12
2021-07-12 00:00:00.000000,Delta,Mozambique,100.0,2021/07/12
2021-07-12 00:00:00.000000,Delta,N/A,0.0,
2021-07-12 00:00:00.000000,Delta,Netherlands,81.54,2021/07/12
2021-07-12 00:00:00.000000,Delta,Norway,56.62,2021/07/12
2021-07-12 00:00:00.000000,Delta,Poland,60.22,2021/07/12
2021-07-12 00:00:00.000000,Delta,Portugal,93.36,2021/07/12
2021-07-12 00:00:00.000000,Delta,Russia,99.4,2021/07/12
2021-07-12 00:00:00.000000,Delta,Senegal,68.3,2021/07/12
2021-07-12 00:00:00.000000,Delta,Slovakia,65.7,2021/07/12
2021-07-12 00:00:00.000000,Delta,Slovenia,69.83,2021/07/12
2021-07-12 00:00:00.000000,Delta,South Africa,88.88,2021/07/12
2021-07-12 00:00:00.000000,Delta,South Korea,50.91,2021/07/12
2021-07-12 00:00:00.000000,Delta,Spain,62.37,2021/07/12
2021-07-12 00:00:00.000000,Delta,Sweden,69.49,2021/07/12
2021-07-12 00:00:00.000000,Delta,Switzerland,79.02,2021/07/12
2021-07-12 00:00:00.000000,Delta,Thailand,69.81,2021/07/12
2021-07-12 00:00:00.000000,Delta,Turkey,96.35,2021/07/12
2021-07-12 00:00:00.000000,Delta,United Kingdom,99.26,2021/07/12
2021-07-12 00:00:00.000000,Delta,United States,79.56,2021/07/12
2021-07-26 00:00:00.000000,Delta,Australia,99.66,2021/07/26
2021-07-26 00:00:00.000000,Delta,Austria,98.96,2021/07/26
2021-07-26 00:00:00.000000,Delta,Bahrain,97.17,2021/07/26
2021-07-26 00:00:00.000000,Delta,Bangladesh,99.46,2021/07/26
2021-07-26 00:00:00.000000,Delta,Belgium,92.98,2021/07/26
2021-07-26 00:00:00.000000,Delta,Bulgaria,95.4,2021/07/26
2021-07-26 00:00:00.000000,Delta,Canada,78.11,2021/07/26
2021-07-26 00:00:00.000000,Delta,Croatia,95.09,2021/07/26
2021-07-26 00:00:00.000000,Delta,Czechia,98.11,2021/07/26
2021-07-26 00:00:00.000000,Delta,Denmark,95.72,2021/07/26
2021-07-26 00:00:00.000000,Delta,Estonia,96.83,2021/07/26
2021-07-26 00:00:00.000000,Delta,Finland,98.92,2021/07/26
2021-07-26 00:00:00.000000,Delta,France,90.26,2021/07/26
2021-07-26 00:00:00.000000,Delta,Germany,95.31,2021/07/26
2021-07-26 00:00:00.000000,Delta,Ghana,96.45,2021/07/26
2021-07-26 00:00:00.000000,Delta,Greece,96.89,2021/07/26
2021-07-26 00:00:00.000000,Delta,Iceland,99.36,2021/07/26
2021-07-26 00:00:00.000000,Delta,India,97.67,2021/07/26
2021-07-26 00:00:00.000000,Delta,Indonesia,96.98,2021/07/26
2021-07-26 00:00:00.000000,Delta,Ireland,96.17,2021/07/26
2021-07-26 00:00:00.000000,Delta,Israel,99.02,2021/07/26
2021-07-26 00:00:00.000000,Delta,Italy,91.49,2021/07/26
2021-07-26 00:00:00.000000,Delta,Jamaica,70.59,2021/07/26
2021-07-26 00:00:00.000000,Delta,Japan,61.09,2021/07/26
2021-07-26 00:00:00.000000,Delta,Kenya,96.48,2021/07/26
2021-07-26 00:00:00.000000,Delta,Latvia,96.43,2021/07/26
2021-07-26 00:00:00.000000,Delta,Lithuania,97.69,2021/07/26
2021-07-26 00:00:00.000000,Delta,Luxembourg,63.52,2021/07/26
2021-07-26 00:00:00.000000,Delta,Malaysia,91.24,2021/07/26
2021-07-26 00:00:00.000000,Delta,Mexico,82.72,2021/07/26
2021-07-26 00:00:00.000000,Delta,N/A,0.0,
2021-07-26 00:00:00.000000,Delta,Netherlands,95.71,2021/07/26
2021-07-26 00:00:00.000000,Delta,Norway,85.22,2021/07/26
2021-07-26 00:00:00.000000,Delta,Philippines,48.56,2021/07/26
2021-07-26 00:00:00.000000,Delta,Poland,87.24,2021/07/26
2021-07-26 00:00:00.000000,Delta,Portugal,98.48,2021/07/26
2021-07-26 00:00:00.000000,Delta,Russia,95.45,2021/07/26
2021-07-26 00:00:00.000000,Delta,Senegal,69.2,2021/07/26
2021-07-26 00:00:00.000000,Delta,Singapore,99.88,2021/07/26
2021-07-26 00:00:00.000000,Delta,Slovakia,91.88,2021/07/26
2021-07-26 00:00:00.000000,Delta,Slovenia,96.4,2021/07/26
2021-07-26 00:00:00.000000,Delta,South Africa,94.31,2021/07/26
2021-07-26 00:00:00.000000,Delta,South Korea,67.14,2021/07/26
2021-07-26 00:00:00.000000,Delta,Spain,83.12,2021/07/26
2021-07-26 00:00:00.000000,Delta,Sweden,94.67,2021/07/26
2021-07-26 00:00:00.000000,Delta,Switzerland,95.98,2021/07/26
2021-07-26 00:00:00.000000,Delta,Thailand,66.11,2021/07/26
2021-07-26 00:00:00.000000,Delta,United Kingdom,99.65,2021/07/26
2021-07-26 00:00:00.000000,Delta,United States,92.94,2021/07/26
2021-08-09 00:00:00.000000,Delta,Aruba,98.24,2021/08/09
2021-08-09 00:00:00.000000,Delta,Australia,99.89,2021/08/09
2021-08-09 00:00:00.000000,Delta,Austria,98.88,2021/08/09
2021-08-09 00:00:00.000000,Delta,Bangladesh,100.0,2021/08/09
2021-08-09 00:00:00.000000,Delta,Belgium,98.48,2021/08/09
2021-08-09 00:00:00.000000,Delta,Bulgaria,98.18,2021/08/09
2021-08-09 00:00:00.000000,Delta,Canada,92.9,2021/08/09
2021-08-09 00:00:00.000000,Delta,Costa Rica,54.01,2021/08/09
2021-08-09 00:00:00.000000,Delta,Croatia,98.24,2021/08/09
2021-08-09 00:00:00.000000,Delta,Czechia,98.94,2021/08/09
2021-08-09 00:00:00.000000,Delta,Denmark,99.07,2021/08/09
2021-08-09 00:00:00.000000,Delta,Ecuador,30.17,2021/08/09
2021-08-09 00:00:00.000000,Delta,Estonia,99.44,2021/08/09
2021-08-09 00:00:00.000000,Delta,Ethiopia,100.0,2021/08/09
2021-08-09 00:00:00.000000,Delta,Finland,98.79,2021/08/09
2021-08-09 00:00:00.000000,Delta,France,94.26,2021/08/09
2021-08-09 00:00:00.000000,Delta,Gambia,98.43,2021/08/09
2021-08-09 00:00:00.000000,Delta,Germany,98.24,2021/08/09
2021-08-09 00:00:00.000000,Delta,Ghana,91.82,2021/08/09
2021-08-09 00:00:00.000000,Delta,Greece,91.74,2021/08/09
2021-08-09 00:00:00.000000,Delta,Iceland,99.79,2021/08/09
2021-08-09 00:00:00.000000,Delta,India,97.63,2021/08/09
2021-08-09 00:00:00.000000,Delta,Indonesia,98.77,2021/08/09
2021-08-09 00:00:00.000000,Delta,Ireland,99.07,2021/08/09
2021-08-09 00:00:00.000000,Delta,Israel,99.21,2021/08/09
2021-08-09 00:00:00.000000,Delta,Italy,95.89,2021/08/09
2021-08-09 00:00:00.000000,Delta,Japan,83.56,2021/08/09
2021-08-09 00:00:00.000000,Delta,Kenya,95.77,2021/08/09
2021-08-09 00:00:00.000000,Delta,Kosovo,98.8,2021/08/09
2021-08-09 00:00:00.000000,Delta,Latvia,96.03,2021/08/09
2021-08-09 00:00:00.000000,Delta,Lithuania,99.6,2021/08/09
2021-08-09 00:00:00.000000,Delta,Luxembourg,88.02,2021/08/09
2021-08-09 00:00:00.000000,Delta,Malaysia,92.26,2021/08/09
2021-08-09 00:00:00.000000,Delta,Mexico,81.33,2021/08/09
2021-08-09 00:00:00.000000,Delta,N/A,0.0,
2021-08-09 00:00:00.000000,Delta,Netherlands,98.8,2021/08/09
2021-08-09 00:00:00.000000,Delta,Nigeria,91.37,2021/08/09
2021-08-09 00:00:00.000000,Delta,Norway,94.49,2021/08/09
2021-08-09 00:00:00.000000,Delta,Pakistan,99.17,2021/08/09
2021-08-09 00:00:00.000000,Delta,Philippines,77.5,2021/08/09
2021-08-09 00:00:00.000000,Delta,Poland,93.99,2021/08/09
2021-08-09 00:00:00.000000,Delta,Portugal,99.17,2021/08/09
2021-08-09 00:00:00.000000,Delta,Romania,96.56,2021/08/09
2021-08-09 00:00:00.000000,Delta,Russia,94.19,2021/08/09
2021-08-09 00:00:00.000000,Delta,Senegal,67.26,2021/08/09
2021-08-09 00:00:00.000000,Delta,Singapore,100.0,2021/08/09
2021-08-09 00:00:00.000000,Delta,Sint Maarten (Dutch part),94.56,2021/08/09
2021-08-09 00:00:00.000000,Delta,Slovakia,98.92,2021/08/09
2021-08-09 00:00:00.000000,Delta,Slovenia,98.81,2021/08/09
2021-08-09 00:00:00.000000,Delta,South Africa,95.22,2021/08/09
2021-08-09 00:00:00.000000,Delta,South Korea,85.52,2021/08/09
2021-08-09 00:00:00.000000,Delta,Spain,93.89,2021/08/09
2021-08-09 00:00:00.000000,Delta,Sri Lanka,88.14,2021/08/09
2021-08-09 00:00:00.000000,Delta,Sweden,99.15,2021/08/09
2021-08-09 00:00:00.000000,Delta,Switzerland,97.43,2021/08/09
2021-08-09 00:00:00.000000,Delta,Thailand,80.2,2021/08/09
2021-08-09 00:00:00.000000,Delta,Turkey,46.23,2021/08/09
2021-08-09 00:00:00.000000,Delta,United Kingdom,99.71,2021/08/09
2021-08-09 00:00:00.000000,Delta,United States,97.36,2021/08/09
2021-08-09 00:00:00.000000,Delta,Vietnam,100.0,2021/08/09
2021-08-23 00:00:00.000000,Delta,Aruba,98.67,2021/08/23
2021-08-23 00:00:00.000000,Delta,Australia,99.91,2021/08/23
2021-08-23 00:00:00.000000,Delta,Austria,99.68,2021/08/23
2021-08-23 00:00:00.000000,Delta,Bangladesh,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Belgium,99.58,2021/08/23
2021-08-23 00:00:00.000000,Delta,Brazil,65.68,2021/08/23
2021-08-23 00:00:00.000000,Delta,Bulgaria,99.37,2021/08/23
2021-08-23 00:00:00.000000,Delta,Canada,97.52,2021/08/23
2021-08-23 00:00:00.000000,Delta,Costa Rica,73.33,2021/08/23
2021-08-23 00:00:00.000000,Delta,Croatia,99.09,2021/08/23
2021-08-23 00:00:00.000000,Delta,Czechia,99.43,2021/08/23
2021-08-23 00:00:00.000000,Delta,Denmark,99.72,2021/08/23
2021-08-23 00:00:00.000000,Delta,Ecuador,38.31,2021/08/23
2021-08-23 00:00:00.000000,Delta,Estonia,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Ethiopia,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Finland,99.61,2021/08/23
2021-08-23 00:00:00.000000,Delta,France,97.09,2021/08/23
2021-08-23 00:00:00.000000,Delta,Germany,99.44,2021/08/23
2021-08-23 00:00:00.000000,Delta,Ghana,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Greece,96.57,2021/08/23
2021-08-23 00:00:00.000000,Delta,Iceland,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,India,97.69,2021/08/23
2021-08-23 00:00:00.000000,Delta,Indonesia,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Ireland,99.62,2021/08/23
2021-08-23 00:00:00.000000,Delta,Israel,99.81,2021/08/23
2021-08-23 00:00:00.000000,Delta,Italy,99.14,2021/08/23
2021-08-23 00:00:00.000000,Delta,Japan,95.1,2021/08/23
2021-08-23 00:00:00.000000,Delta,Kenya,98.97,2021/08/23
2021-08-23 00:00:00.000000,Delta,Kosovo,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Latvia,88.81,2021/08/23
2021-08-23 00:00:00.000000,Delta,Lithuania,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Luxembourg,99.76,2021/08/23
2021-08-23 00:00:00.000000,Delta,Malaysia,98.88,2021/08/23
2021-08-23 00:00:00.000000,Delta,Mexico,88.62,2021/08/23
2021-08-23 00:00:00.000000,Delta,N/A,0.0,
2021-08-23 00:00:00.000000,Delta,Netherlands,99.5,2021/08/23
2021-08-23 00:00:00.000000,Delta,New Zealand,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Nigeria,97.64,2021/08/23
2021-08-23 00:00:00.000000,Delta,Norway,99.37,2021/08/23
2021-08-23 00:00:00.000000,Delta,Pakistan,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Papua New Guinea,96.23,2021/08/23
2021-08-23 00:00:00.000000,Delta,Philippines,91.6,2021/08/23
2021-08-23 00:00:00.000000,Delta,Poland,99.6,2021/08/23
2021-08-23 00:00:00.000000,Delta,Portugal,99.8,2021/08/23
2021-08-23 00:00:00.000000,Delta,Qatar,100.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Romania,98.93,2021/08/23
2021-08-23 00:00:00.000000,Delta,Russia,94.3,2021/08/23
2021-08-23 00:00:00.000000,Delta,Senegal,65.0,2021/08/23
2021-08-23 00:00:00.000000,Delta,Singapore,99.84,2021/08/23
2021-08-23 00:00:00.000000,Delta,Sint Maarten (Dutch part),93.65,2021/08/23
2021-08-23 00:00:00.000000,Delta,Slovakia,99.68,2021/08/23
2021-08-23 00:00:00.000000,Delta,Slovenia,99.75,2021/08/23
2021-08-23 00:00:00.000000,Delta,South Africa,97.6,2021/08/23
2021-08-23 00:00:00.000000,Delta,South Korea,96.81,2021/08/23
2021-08-23 00:00:00.000000,Delta,Spain,97.1,2021/08/23
2021-08-23 00:00:00.000000,Delta,Sri Lanka,96.12,2021/08/23
2021-08-23 00:00:00.000000,Delta,Sweden,99.77,2021/08/23
2021-08-23 00:00:00.000000,Delta,Switzerland,99.58,2021/08/23
2021-08-23 00:00:00.000000,Delta,Thailand,84.5,2021/08/23
2021-08-23 00:00:00.000000,Delta,Turkey,84.31,2021/08/23
2021-08-23 00:00:00.000000,Delta,United Kingdom,99.94,2021/08/23
2021-08-23 00:00:00.000000,Delta,United States,98.87,2021/08/23
2021-08-23 00:00:00.000000,Delta,Vietnam,100.0,2021/08/23
2021-09-06 00:00:00.000000,Delta,Aruba,98.85,2021/09/06
2021-09-06 00:00:00.000000,Delta,Australia,99.95,2021/09/06
2021-09-06 00:00:00.000000,Delta,Austria,99.66,2021/09/06
2021-09-06 00:00:00.000000,Delta,Bahrain,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Bangladesh,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Belgium,99.69,2021/09/06
2021-09-06 00:00:00.000000,Delta,Botswana,99.66,2021/09/06
2021-09-06 00:00:00.000000,Delta,Brazil,83.27,2021/09/06
2021-09-06 00:00:00.000000,Delta,Bulgaria,99.54,2021/09/06
2021-09-06 00:00:00.000000,Delta,Cameroon,93.97,2021/09/06
2021-09-06 00:00:00.000000,Delta,Canada,99.03,2021/09/06
2021-09-06 00:00:00.000000,Delta,Chile,36.69,2021/09/06
2021-09-06 00:00:00.000000,Delta,Croatia,99.9,2021/09/06
2021-09-06 00:00:00.000000,Delta,Czechia,99.64,2021/09/06
2021-09-06 00:00:00.000000,Delta,Denmark,99.94,2021/09/06
2021-09-06 00:00:00.000000,Delta,Ecuador,63.07,2021/09/06
2021-09-06 00:00:00.000000,Delta,Estonia,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Finland,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,France,98.55,2021/09/06
2021-09-06 00:00:00.000000,Delta,Germany,99.73,2021/09/06
2021-09-06 00:00:00.000000,Delta,Greece,99.71,2021/09/06
2021-09-06 00:00:00.000000,Delta,Iceland,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,India,98.83,2021/09/06
2021-09-06 00:00:00.000000,Delta,Indonesia,99.4,2021/09/06
2021-09-06 00:00:00.000000,Delta,Ireland,99.95,2021/09/06
2021-09-06 00:00:00.000000,Delta,Israel,99.68,2021/09/06
2021-09-06 00:00:00.000000,Delta,Italy,99.66,2021/09/06
2021-09-06 00:00:00.000000,Delta,Japan,98.15,2021/09/06
2021-09-06 00:00:00.000000,Delta,Kenya,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Latvia,99.76,2021/09/06
2021-09-06 00:00:00.000000,Delta,Lithuania,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Luxembourg,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Malaysia,99.73,2021/09/06
2021-09-06 00:00:00.000000,Delta,Maldives,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Mexico,98.67,2021/09/06
2021-09-06 00:00:00.000000,Delta,N/A,0.0,
2021-09-06 00:00:00.000000,Delta,Netherlands,99.63,2021/09/06
2021-09-06 00:00:00.000000,Delta,New Zealand,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Nigeria,98.96,2021/09/06
2021-09-06 00:00:00.000000,Delta,Norway,99.95,2021/09/06
2021-09-06 00:00:00.000000,Delta,Pakistan,98.3,2021/09/06
2021-09-06 00:00:00.000000,Delta,Papua New Guinea,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Peru,42.04,2021/09/06
2021-09-06 00:00:00.000000,Delta,Philippines,98.58,2021/09/06
2021-09-06 00:00:00.000000,Delta,Poland,99.79,2021/09/06
2021-09-06 00:00:00.000000,Delta,Portugal,99.82,2021/09/06
2021-09-06 00:00:00.000000,Delta,Qatar,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Romania,99.66,2021/09/06
2021-09-06 00:00:00.000000,Delta,Russia,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Senegal,56.86,2021/09/06
2021-09-06 00:00:00.000000,Delta,Singapore,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Sint Maarten (Dutch part),97.18,2021/09/06
2021-09-06 00:00:00.000000,Delta,Slovakia,100.0,2021/09/06
2021-09-06 00:00:00.000000,Delta,Slovenia,99.96,2021/09/06
2021-09-06 00:00:00.000000,Delta,South Africa,97.01,2021/09/06
2021-09-06 00:00:00.000000,Delta,South Korea,99.01,2021/09/06
2021-09-06 00:00:00.000000,Delta,Spain,98.72,2021/09/06
2021-09-06 00:00:00.000000,Delta,Sri Lanka,97.76,2021/09/06
2021-09-06 00:00:00.000000,Delta,Sweden,99.94,2021/09/06
2021-09-06 00:00:00.000000,Delta,Switzerland,99.77,2021/09/06
2021-09-06 00:00:00.000000,Delta,Thailand,95.18,2021/09/06
2021-09-06 00:00:00.000000,Delta,Turkey,99.92,2021/09/06
2021-09-06 00:00:00.000000,Delta,United Kingdom,99.93,2021/09/06
2021-09-06 00:00:00.000000,Delta,United States,99.21,2021/09/06
2021-09-06 00:00:00.000000,Delta,Vietnam,100.0,2021/09/06
2021-09-20 00:00:00.000000,Delta,Argentina,40.58,2021/09/20
2021-09-20 00:00:00.000000,Delta,Aruba,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Australia,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Austria,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Bangladesh,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Belgium,99.9,2021/09/20
2021-09-20 00:00:00.000000,Delta,Botswana,98.21,2021/09/20
2021-09-20 00:00:00.000000,Delta,Brazil,90.58,2021/09/20
2021-09-20 00:00:00.000000,Delta,Bulgaria,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Cameroon,95.28,2021/09/20
2021-09-20 00:00:00.000000,Delta,Canada,99.52,2021/09/20
2021-09-20 00:00:00.000000,Delta,Chile,69.91,2021/09/20
2021-09-20 00:00:00.000000,Delta,Colombia,60.5,2021/09/20
2021-09-20 00:00:00.000000,Delta,Croatia,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Czechia,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Denmark,99.96,2021/09/20
2021-09-20 00:00:00.000000,Delta,Ecuador,74.84,2021/09/20
2021-09-20 00:00:00.000000,Delta,Estonia,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Finland,99.87,2021/09/20
2021-09-20 00:00:00.000000,Delta,France,99.29,2021/09/20
2021-09-20 00:00:00.000000,Delta,Germany,99.91,2021/09/20
2021-09-20 00:00:00.000000,Delta,Ghana,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Greece,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Guatemala,97.04,2021/09/20
2021-09-20 00:00:00.000000,Delta,India,98.42,2021/09/20
2021-09-20 00:00:00.000000,Delta,Indonesia,99.25,2021/09/20
2021-09-20 00:00:00.000000,Delta,Ireland,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Israel,99.96,2021/09/20
2021-09-20 00:00:00.000000,Delta,Italy,99.83,2021/09/20
2021-09-20 00:00:00.000000,Delta,Japan,99.37,2021/09/20
2021-09-20 00:00:00.000000,Delta,Kenya,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Kosovo,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Lithuania,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Luxembourg,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Malaysia,99.64,2021/09/20
2021-09-20 00:00:00.000000,Delta,Mexico,99.42,2021/09/20
2021-09-20 00:00:00.000000,Delta,N/A,0.0,
2021-09-20 00:00:00.000000,Delta,Netherlands,99.89,2021/09/20
2021-09-20 00:00:00.000000,Delta,New Zealand,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Nigeria,96.68,2021/09/20
2021-09-20 00:00:00.000000,Delta,Norway,99.96,2021/09/20
2021-09-20 00:00:00.000000,Delta,Papua New Guinea,98.13,2021/09/20
2021-09-20 00:00:00.000000,Delta,Peru,56.52,2021/09/20
2021-09-20 00:00:00.000000,Delta,Poland,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Portugal,99.36,2021/09/20
2021-09-20 00:00:00.000000,Delta,Qatar,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Romania,99.91,2021/09/20
2021-09-20 00:00:00.000000,Delta,Russia,99.74,2021/09/20
2021-09-20 00:00:00.000000,Delta,Singapore,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Sint Maarten (Dutch part),98.65,2021/09/20
2021-09-20 00:00:00.000000,Delta,Slovakia,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Slovenia,99.95,2021/09/20
2021-09-20 00:00:00.000000,Delta,South Africa,95.79,2021/09/20
2021-09-20 00:00:00.000000,Delta,South Korea,99.51,2021/09/20
2021-09-20 00:00:00.000000,Delta,Spain,99.09,2021/09/20
2021-09-20 00:00:00.000000,Delta,Sri Lanka,97.9,2021/09/20
2021-09-20 00:00:00.000000,Delta,Sweden,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,Switzerland,99.98,2021/09/20
2021-09-20 00:00:00.000000,Delta,Thailand,97.47,2021/09/20
2021-09-20 00:00:00.000000,Delta,Turkey,100.0,2021/09/20
2021-09-20 00:00:00.000000,Delta,United Kingdom,99.97,2021/09/20
2021-09-20 00:00:00.000000,Delta,United States,99.3,2021/09/20
2021-10-04 00:00:00.000000,Delta,Argentina,46.89,2021/10/04
2021-10-04 00:00:00.000000,Delta,Aruba,100.0,2021/10/04
2021-10-04 00:00:00.000000,Delta,Australia,99.95,2021/10/04
2021-10-04 00:00:00.000000,Delta,Austria,100.0,2021/10/04
