date,variant,location,percent_of_sequences,date_str
2021-03-22 00:00:00.000000,Alpha,France,78.22,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Germany,79.04,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Greece,93.56,2021/03/22
2021-03-22 00:00:00.000000,Alpha,India,32.81,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Ireland,95.05,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Israel,97.95,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Italy,76.52,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Kenya,64.71,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Latvia,51.25,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Lebanon,100.0,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Lithuania,59.21,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Luxembourg,63.54,2021/03/22
2021-03-22 00:00:00.000000,Alpha,N/A,0.0,
2021-03-22 00:00:00.000000,Alpha,Netherlands,87.23,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Norway,88.31,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Poland,91.24,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Portugal,78.33,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Romania,91.76,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Slovakia,90.39,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Slovenia,50.23,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Spain,77.05,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Sweden,87.86,2021/03/22
2021-03-22 00:00:00.000000,Alpha,Switzerland,88.07,2021/03/22
2021-03-22 00:00:00.000000,Alpha,United Kingdom,97.96,2021/03/22
2021-04-05 00:00:00.000000,Alpha,Australia,54.47,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Austria,92.78,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Belgium,82.08,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Bulgaria,99.1,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Canada,46.0,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Croatia,95.59,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Czechia,93.6,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Denmark,93.76,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Estonia,87.33,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Finland,63.22,2021/04/05
2021-04-05 00:00:00.000000,Alpha,France,79.68,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Germany,88.59,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Greece,86.69,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Iceland,99.03,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Ireland,95.3,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Israel,99.28,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Italy,88.2,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Japan,55.38,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Kenya,72.0,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Latvia,74.41,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Lebanon,100.0,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Lithuania,79.6,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Luxembourg,73.63,2021/04/05
2021-04-05 00:00:00.000000,Alpha,N/A,0.0,
2021-04-05 00:00:00.000000,Alpha,Netherlands,92.23,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Norway,92.78,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Poland,97.23,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Romania,89.14,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Slovakia,97.88,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Slovenia,70.45,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Spain,84.59,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Sweden,90.79,2021/04/05
2021-04-05 00:00:00.000000,Alpha,Switzerland,92.82,2021/04/05
2021-04-05 00:00:00.000000,Alpha,United Kingdom,98.19,2021/04/05
2021-04-05 00:00:00.000000,Alpha,United States,51.81,2021/04/05
2021-04-19 00:00:00.000000,Alpha,Aruba,66.21,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Australia,46.5,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Austria,87.54,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Belgium,82.24,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Bulgaria,99.73,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Canada,47.41,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Croatia,94.67,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Czechia,94.49,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Denmark,96.12,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Estonia,96.74,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Finland,68.52,2021/04/19
2021-04-19 00:00:00.000000,Alpha,France,76.64,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Germany,93.48,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Greece,88.34,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Ireland,91.67,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Israel,87.97,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Italy,90.63,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Japan,65.88,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Kenya,69.92,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Latvia,84.77,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Lithuania,89.2,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Luxembourg,83.41,2021/04/19
2021-04-19 00:00:00.000000,Alpha,N/A,0.0,
2021-04-19 00:00:00.000000,Alpha,Netherlands,94.45,2021/04/19
2021-04-19 00:00:00.000000,Alpha,North Macedonia,98.06,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Norway,96.14,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Pakistan,94.93,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Poland,98.6,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Portugal,91.05,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Romania,93.78,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Senegal,40.0,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Slovakia,94.32,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Slovenia,83.97,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Spain,83.98,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Sweden,94.42,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Switzerland,93.35,2021/04/19
2021-04-19 00:00:00.000000,Alpha,Thailand,89.92,2021/04/19
2021-04-19 00:00:00.000000,Alpha,United Kingdom,95.24,2021/04/19
2021-04-19 00:00:00.000000,Alpha,United States,61.29,2021/04/19
2021-05-03 00:00:00.000000,Alpha,Aruba,61.43,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Austria,88.15,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Belgium,80.86,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Bulgaria,100.0,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Canada,55.98,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Croatia,86.26,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Czechia,93.08,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Denmark,96.08,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Estonia,98.01,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Finland,80.07,2021/05/03
2021-05-03 00:00:00.000000,Alpha,France,78.31,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Germany,94.88,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Greece,79.91,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Iceland,99.36,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Ireland,88.9,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Israel,89.64,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Italy,87.46,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Japan,85.64,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Kenya,50.0,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Latvia,90.71,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Lithuania,93.99,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Luxembourg,83.88,2021/05/03
2021-05-03 00:00:00.000000,Alpha,N/A,0.0,
2021-05-03 00:00:00.000000,Alpha,Netherlands,94.76,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Norway,97.61,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Poland,98.56,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Romania,92.48,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Slovakia,98.81,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Slovenia,90.36,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Spain,83.14,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Sweden,95.3,2021/05/03
2021-05-03 00:00:00.000000,Alpha,Switzerland,92.04,2021/05/03
2021-05-03 00:00:00.000000,Alpha,United Kingdom,87.47,2021/05/03
2021-05-03 00:00:00.000000,Alpha,United States,65.61,2021/05/03
2021-05-17 00:00:00.000000,Alpha,Aruba,53.47,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Australia,41.18,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Austria,88.05,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Belgium,80.69,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Bulgaria,100.0,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Canada,59.05,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Croatia,99.06,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Czechia,90.32,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Denmark,96.78,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Estonia,98.16,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Finland,76.54,2021/05/17
2021-05-17 00:00:00.000000,Alpha,France,77.0,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Germany,92.23,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Greece,80.48,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Ireland,91.78,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Israel,67.16,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Italy,81.32,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Japan,90.21,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Kenya,64.96,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Latvia,93.92,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Lithuania,96.15,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Luxembourg,76.48,2021/05/17
2021-05-17 00:00:00.000000,Alpha,N/A,0.0,
2021-05-17 00:00:00.000000,Alpha,Netherlands,95.44,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Norway,96.62,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Poland,97.51,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Portugal,83.98,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Romania,89.82,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Slovakia,99.7,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Slovenia,94.82,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Spain,85.91,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Sweden,96.78,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Switzerland,91.57,2021/05/17
2021-05-17 00:00:00.000000,Alpha,Thailand,83.7,2021/05/17
2021-05-17 00:00:00.000000,Alpha,United Kingdom,64.02,2021/05/17
2021-05-17 00:00:00.000000,Alpha,United States,66.54,2021/05/17
2021-05-31 00:00:00.000000,Alpha,Aruba,48.6,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Austria,82.78,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Belgium,79.88,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Canada,56.41,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Croatia,95.95,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Czechia,80.14,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Denmark,99.25,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Finland,71.83,2021/05/31
2021-05-31 00:00:00.000000,Alpha,France,74.92,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Germany,90.2,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Greece,74.91,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Ireland,91.63,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Israel,80.0,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Italy,76.47,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Japan,92.02,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Kenya,51.03,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Latvia,93.71,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Lithuania,96.51,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Luxembourg,68.37,2021/05/31
2021-05-31 00:00:00.000000,Alpha,N/A,0.0,
2021-05-31 00:00:00.000000,Alpha,Netherlands,93.5,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Norway,95.7,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Poland,96.8,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Romania,87.5,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Sint Maarten (Dutch part),91.89,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Slovakia,98.84,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Slovenia,97.15,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Spain,76.87,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Sweden,94.89,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Switzerland,88.91,2021/05/31
2021-05-31 00:00:00.000000,Alpha,Thailand,84.03,2021/05/31
2021-05-31 00:00:00.000000,Alpha,United States,62.37,2021/05/31
2021-06-14 00:00:00.000000,Alpha,Austria,47.74,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Belgium,73.58,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Bulgaria,89.32,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Canada,53.6,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Croatia,76.21,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Czechia,83.25,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Denmark,98.06,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Estonia,98.54,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Finland,60.54,2021/06/14
2021-06-14 00:00:00.000000,Alpha,France,60.78,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Germany,78.52,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Ireland,84.45,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Italy,62.12,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Japan,92.57,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Latvia,81.61,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Lithuania,92.53,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Luxembourg,52.5,2021/06/14
2021-06-14 00:00:00.000000,Alpha,N/A,0.0,
2021-06-14 00:00:00.000000,Alpha,Netherlands,85.43,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Norway,91.1,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Pakistan,59.2,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Poland,92.91,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Romania,75.63,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Slovakia,88.22,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Slovenia,96.81,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Spain,69.96,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Sweden,77.19,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Switzerland,80.78,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Thailand,74.45,2021/06/14
2021-06-14 00:00:00.000000,Alpha,Turkey,35.19,2021/06/14
2021-06-14 00:00:00.000000,Alpha,United States,48.3,2021/06/14
2021-06-28 00:00:00.000000,Alpha,Belgium,51.99,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Bulgaria,56.0,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Canada,48.15,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Czechia,54.34,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Denmark,78.89,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Ireland,52.74,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Italy,49.67,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Japan,86.67,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Latvia,58.14,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Lithuania,87.69,2021/06/28
2021-06-28 00:00:00.000000,Alpha,N/A,0.0,
2021-06-28 00:00:00.000000,Alpha,Netherlands,60.07,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Norway,78.22,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Poland,73.33,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Slovakia,86.75,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Slovenia,67.01,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Spain,44.87,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Sri Lanka,86.62,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Sweden,61.28,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Switzerland,60.96,2021/06/28
2021-06-28 00:00:00.000000,Alpha,Thailand,48.48,2021/06/28
2021-07-12 00:00:00.000000,Alpha,Japan,70.72,2021/07/12
2021-07-12 00:00:00.000000,Alpha,N/A,0.0,
2021-07-26 00:00:00.000000,Alpha,Cambodia,57.85,2021/07/26
2021-07-26 00:00:00.000000,Alpha,N/A,0.0,
2021-08-09 00:00:00.000000,Alpha,Mongolia,64.62,2021/08/09
2021-08-09 00:00:00.000000,Alpha,N/A,0.0,
2021-08-23 00:00:00.000000,Alpha,Cambodia,66.98,2021/08/23
2021-08-23 00:00:00.000000,Alpha,N/A,0.0,
2021-09-06 00:00:00.000000,Alpha,N/A,0.0,
2021-09-20 00:00:00.000000,Alpha,Cambodia,56.82,2021/09/20
2021-09-20 00:00:00.000000,Alpha,N/A,0.0,
2021-10-04 00:00:00.000000,Alpha,N/A,0.0,
2021-10-18 00:00:00.000000,Alpha,N/A,0.0,
2021-11-01 00:00:00.000000,Alpha,N/A,0.0,
2021-11-15 00:00:00.000000,Alpha,N/A,0.0,
2021-11-29 00:00:00.000000,Alpha,N/A,0.0,
2021-12-13 00:00:00.000000,Alpha,N/A,0.0,
2021-12-27 00:00:00.000000,Alpha,N/A,0.0,
2022-01-10 00:00:00.000000,Alpha,N/A,0.0,
2022-01-24 00:00:00.000000,Alpha,N/A,0.0,
2022-02-07 00:00:00.000000,Alpha,N/A,0.0,
2020-05-11 00:00:00.000000,Beta,N/A,0.0,
2020-05-25 00:00:00.000000,Beta,N/A,0.0,
2020-06-08 00:00:00.000000,Beta,N/A,0.0,
2020-06-22 00:00:00.000000,Beta,N/A,0.0,
2020-07-06 00:00:00.000000,Beta,N/A,0.0,
2020-07-20 00:00:00.000000,Beta,N/A,0.0,
2020-08-03 00:00:00.000000,Beta,N/A,0.0,
2020-08-17 00:00:00.000000,Beta,N/A,0.0,
2020-08-31 00:00:00.000000,Beta,N/A,0.0,
2020-09-14 00:00:00.000000,Beta,N/A,0.0,
2020-09-28 00:00:00.000000,Beta,N/A,0.0,
2020-10-12 00:00:00.000000,Beta,N/A,0.0,
2020-10-26 00:00:00.000000,Beta,N/A,0.0,
2020-11-09 00:00:00.000000,Beta,N/A,0.0,
2020-11-09 00:00:00.000000,Beta,South Africa,52.27,2020/11/09
2020-11-23 00:00:00.000000,Beta,N/A,0.0,
2020-11-23 00:00:00.000000,Beta,South Africa,71.02,2020/11/23
2020-12-07 00:00:00.000000,Beta,N/A,0.0,
2020-12-07 00:00:00.000000,Beta,South Africa,88.11,2020/12/07
2020-12-21 00:00:00.000000,Beta,N/A,0.0,
2020-12-21 00:00:00.000000,Beta,South Africa,94.69,2020/12/21
2021-01-04 00:00:00.000000,Beta,N/A,0.0,
2021-01-04 00:00:00.000000,Beta,South Africa,92.93,2021/01/04
2021-01-04 00:00:00.000000,Beta,Zimbabwe,84.67,2021/01/04
2021-01-25 00:00:00.000000,Beta,Malawi,92.97,2021/01/25
2021-01-25 00:00:00.000000,Beta,Mozambique,88.46,2021/01/25
2021-01-25 00:00:00.000000,Beta,N/A,0.0,
2021-01-25 00:00:00.000000,Beta,South Africa,95.76,2021/01/25
2021-02-08 00:00:00.000000,Beta,N/A,0.0,
2021-02-08 00:00:00.000000,Beta,South Africa,97.2,2021/02/08
2021-02-22 00:00:00.000000,Beta,N/A,0.0,
2021-02-22 00:00:00.000000,Beta,South Africa,97.31,2021/02/22
2021-03-08 00:00:00.000000,Beta,Angola,61.06,2021/03/08
2021-03-08 00:00:00.000000,Beta,N/A,0.0,
2021-03-08 00:00:00.000000,Beta,South Africa,96.44,2021/03/08
2021-03-22 00:00:00.000000,Beta,Angola,71.9,2021/03/22
2021-03-22 00:00:00.000000,Beta,Bangladesh,67.95,2021/03/22
2021-03-22 00:00:00.000000,Beta,N/A,0.0,
2021-03-22 00:00:00.000000,Beta,Philippines,46.54,2021/03/22
2021-03-22 00:00:00.000000,Beta,Qatar,69.42,2021/03/22
2021-03-22 00:00:00.000000,Beta,South Africa,87.97,2021/03/22
2021-04-05 00:00:00.000000,Beta,Angola,46.72,2021/04/05
2021-04-05 00:00:00.000000,Beta,N/A,0.0,
2021-04-05 00:00:00.000000,Beta,Philippines,54.13,2021/04/05
2021-04-05 00:00:00.000000,Beta,Singapore,45.12,2021/04/05
2021-04-05 00:00:00.000000,Beta,South Africa,85.49,2021/04/05
2021-04-19 00:00:00.000000,Beta,Bangladesh,87.02,2021/04/19
2021-04-19 00:00:00.000000,Beta,Madagascar,84.07,2021/04/19
2021-04-19 00:00:00.000000,Beta,N/A,0.0,
2021-04-19 00:00:00.000000,Beta,Philippines,48.96,2021/04/19
2021-04-19 00:00:00.000000,Beta,Qatar,81.51,2021/04/19
2021-04-19 00:00:00.000000,Beta,Singapore,30.32,2021/04/19
2021-04-19 00:00:00.000000,Beta,South Africa,88.4,2021/04/19
2021-05-03 00:00:00.000000,Beta,Malaysia,51.56,2021/05/03
2021-05-03 00:00:00.000000,Beta,N/A,0.0,
2021-05-03 00:00:00.000000,Beta,Philippines,47.97,2021/05/03
2021-05-03 00:00:00.000000,Beta,Qatar,60.86,2021/05/03
2021-05-03 00:00:00.000000,Beta,South Africa,84.87,2021/05/03
2021-05-17 00:00:00.000000,Beta,N/A,0.0,
2021-05-17 00:00:00.000000,Beta,Philippines,48.69,2021/05/17
2021-05-17 00:00:00.000000,Beta,Qatar,43.59,2021/05/17
2021-05-17 00:00:00.000000,Beta,South Africa,74.13,2021/05/17
2021-05-31 00:00:00.000000,Beta,N/A,0.0,
2021-05-31 00:00:00.000000,Beta,Philippines,51.06,2021/05/31
2021-05-31 00:00:00.000000,Beta,South Africa,63.27,2021/05/31
2021-06-14 00:00:00.000000,Beta,Botswana,75.49,2021/06/14
2021-06-14 00:00:00.000000,Beta,N/A,0.0,
2021-06-14 00:00:00.000000,Beta,Philippines,49.74,2021/06/14
2021-06-28 00:00:00.000000,Beta,N/A,0.0,
2021-06-28 00:00:00.000000,Beta,Philippines,48.92,2021/06/28
2021-07-12 00:00:00.000000,Beta,N/A,0.0,
2021-07-12 00:00:00.000000,Beta,Philippines,37.92,2021/07/12
2021-07-26 00:00:00.000000,Beta,N/A,0.0,
2021-08-09 00:00:00.000000,Beta,N/A,0.0,
2021-08-23 00:00:00.000000,Beta,N/A,0.0,
2021-09-06 00:00:00.000000,Beta,N/A,0.0,
2021-09-20 00:00:00.000000,Beta,N/A,0.0,
2021-10-04 00:00:00.000000,Beta,N/A,0.0,
2021-10-18 00:00:00.000000,Beta,N/A,0.0,
2021-11-01 00:00:00.000000,Beta,N/A,0.0,
2021-11-15 00:00:00.000000,Beta,N/A,0.0,
2021-11-29 00:00:00.000000,Beta,N/A,0.0,
2021-12-13 00:00:00.000000,Beta,N/A,0.0,
2021-12-27 00:00:00.000000,Beta,N/A,0.0,
2022-01-10 00:00:00.000000,Beta,N/A,0.0,
2022-01-24 00:00:00.000000,Beta,N/A,0.0,
2022-02-07 00:00:00.000000,Beta,N/A,0.0,
2020-05-11 00:00:00.000000,Delta,N/A,0.0,
2020-05-25 00:00:00.000000,Delta,N/A,0.0,
2020-06-08 00:00:00.000000,Delta,N/A,0.0,
2020-06-22 00:00:00.000000,Delta,N/A,0.0,
2020-07-06 00:00:00.000000,Delta,N/A,0.0,
2020-07-20 00:00:00.000000,Delta,N/A,0.0,
2020-08-03 00:00:00.000000,Delta,N/A,0.0,
2020-08-17 00:00:00.000000,Delta,N/A,0.0,
2020-08-31 00:00:00.000000,Delta,N/A,0.0,
2020-09-14 00:00:00.000000,Delta,N/A,0.0,
2020-09-28 00:00:00.000000,Delta,N/A,0.0,
2020-10-12 00:00:00.000000,Delta,N/A,0.0,
2020-10-26 00:00:00.000000,Delta,N/A,0.0,
2020-11-09 00:00:00.000000,Delta,N/A,0.0,
2020-11-23 00:00:00.000000,Delta,N/A,0.0,
2020-12-07 00:00:00.000000,Delta,N/A,0.0,
2020-12-21 00:00:00.000000,Delta,N/A,0.0,
2021-01-04 00:00:00.000000,Delta,N/A,0.0,
2021-01-25 00:00:00.000000,Delta,N/A,0.0,
2021-02-08 00:00:00.000000,Delta,N/A,0.0,
2021-02-22 00:00:00.000000,Delta,N/A,0.0,
2021-03-08 00:00:00.000000,Delta,N/A,0.0,
2021-03-22 00:00:00.000000,Delta,N/A,0.0,
2021-04-05 00:00:00.000000,Delta,N/A,0.0,
2021-04-19 00:00:00.000000,Delta,India,55.57,2021/04/19
2021-04-19 00:00:00.000000,Delta,N/A,0.0,
2021-05-03 00:00:00.000000,Delta,Australia,41.67,2021/05/03
2021-05-03 00:00:00.000000,Delta,India,76.42,2021/05/03
2021-05-03 00:00:00.000000,Delta,N/A,0.0,
2021-05-03 00:00:00.000000,Delta,Singapore,64.92,2021/05/03
2021-05-17 00:00:00.000000,Delta,India,90.75,2021/05/17
2021-05-17 00:00:00.000000,Delta,N/A,0.0,
2021-05-17 00:00:00.000000,Delta,Singapore,84.09,2021/05/17
2021-05-31 00:00:00.000000,Delta,India,92.52,2021/05/31
2021-05-31 00:00:00.000000,Delta,N/A,0.0,
2021-05-31 00:00:00.000000,Delta,Portugal,70.0,2021/05/31
2021-05-31 00:00:00.000000,Delta,Russia,67.45,2021/05/31
2021-05-31 00:00:00.000000,Delta,Singapore,90.3,2021/05/31
2021-05-31 00:00:00.000000,Delta,United Kingdom,73.25,2021/05/31
2021-06-14 00:00:00.000000,Delta,Australia,42.14,2021/06/14
